RPM,MAP,TempoDeInjecao,Confianca
1450,-0.375,6.0,4.338
1450,-0.325,2.1,5.176
1450,-0.275,2.9,5.534
1450,-0.225,5.4,3.43
1450,-0.175,4.5,3.799
1450,-0.125,3.5,4.928
1450,-0.075,2.3,4.793
1450,-0.025,4.5,4.451
1450,0.025,5.6,4.113
1550,-0.925,8.7,6.746
1550,-0.875,6.6,6.275
1550,-0.825,3.3,6.471
1550,-0.775,1.5,5.503
1550,-0.725,3.0,5.975
1550,-0.675,4.0,5.62
1550,-0.625,10.3,4.768
1550,-0.575,10.4,5.27
1550,-0.525,5.7,5.26
1550,-0.475,2.6,5.668
1550,-0.425,4.5,4.41
1550,-0.375,2.9,4.58
1550,-0.325,2.4,4.516
1550,-0.275,2.8,5.44
1550,-0.225,7.1,4.393
1550,-0.175,4.2,4.382
1550,-0.125,4.2,5.251
1550,-0.075,2.5,4.854
1550,-0.025,8.8,4.147
1550,0.025,7.9,2.946
1650,-0.925,7.9,5.949
1650,-0.875,4.6,6.011
1650,-0.825,3.2,5.77
1650,-0.775,8.1,5.483
1650,-0.725,2.5,6.568
1650,-0.675,10.6,5.592
1650,-0.625,2.6,5.37
1650,-0.575,2.8,4.792
1650,-0.525,3.6,4.402
1650,-0.475,2.7,4.887
1650,-0.425,7.1,3.829
1650,-0.375,8.0,3.945
1650,-0.325,4.0,4.578
1650,-0.275,2.8,4.872
1650,-0.225,6.6,4.689
1650,-0.175,4.0,4.372
1650,-0.125,3.4,4.596
1650,-0.075,3.5,4.282
1650,-0.025,3.3,4.243
1650,0.025,2.6,4.21
1750,-0.925,9.5,6.549
1750,-0.875,4.5,6.147
1750,-0.825,5.8,5.178
1750,-0.775,9.6,4.986
1750,-0.725,2.2,5.761
1750,-0.675,2.0,5.76
1750,-0.625,9.8,4.613
1750,-0.575,11.9,4.309
1750,-0.525,1.8,5.036
1750,-0.475,1.0,3.608
1750,-0.425,3.2,3.495
1750,-0.375,5.7,3.656
1750,-0.325,4.7,3.466
1750,-0.275,2.7,4.013
1750,-0.225,9.9,3.872
1750,-0.175,10.0,3.803
1750,-0.125,3.6,3.899
1750,-0.075,3.0,3.59
1750,-0.025,3.3,2.807
1750,0.025,5.2,3.595
1850,-0.925,9.9,7.308
1850,-0.875,6.3,5.956
1850,-0.825,2.9,5.56
1850,-0.775,2.8,5.753
1850,-0.725,4.9,4.384
1850,-0.675,1.6,5.284
1850,-0.625,4.2,3.96
1850,-0.575,1.5,4.51
1850,-0.525,1.6,4.744
1850,-0.475,5.4,3.334
1850,-0.425,3.9,2.893
1850,-0.375,11.8,2.813
1850,-0.325,1.7,2.601
1850,-0.275,6.4,3.117
1850,-0.225,8.3,3.232
1850,-0.175,4.4,3.428
1850,-0.125,8.6,3.63
1850,-0.075,6.7,3.02
1850,-0.025,5.6,3.018
1850,0.025,9.4,2.899
1950,-0.925,9.7,6.955
1950,-0.875,6.4,6.641
1950,-0.825,1.8,5.466
1950,-0.775,3.5,4.759
1950,-0.725,1.5,3.435
1950,-0.675,11.6,3.687
1950,-0.625,1.5,4.438
1950,-0.575,8.6,3.747
1950,-0.525,6.8,3.138
1950,-0.475,2.1,2.997
1950,-0.425,2.9,2.713
1950,-0.375,8.8,2.068
1950,-0.325,3.2,3.027
1950,-0.275,10.7,3.505
1950,-0.225,10.6,3.37
1950,-0.175,9.5,3.557
1950,-0.125,8.7,3.404
1950,-0.075,8.0,3.753
1950,-0.025,8.2,3.545
1950,0.025,8.7,2.84
2050,-0.925,7.3,5.491
2050,-0.875,5.7,6.144
2050,-0.825,2.9,5.992
2050,-0.775,4.3,4.501
2050,-0.725,7.0,3.632
2050,-0.675,2.3,4.709
2050,-0.625,9.1,3.342
2050,-0.575,4.9,3.571
2050,-0.525,2.5,3.836
2050,-0.475,6.5,2.826
2050,-0.425,10.5,2.799
2050,-0.375,1.7,3.457
2050,-0.325,10.6,3.071
2050,-0.275,5.7,3.159
2050,-0.225,7.9,4.084
2050,-0.175,3.4,3.331
2050,-0.125,3.8,3.798
2050,-0.075,9.2,3.691
2050,-0.025,11.3,2.986
2050,0.025,2.3,3.231
2150,-0.925,8.2,5.493
2150,-0.875,2.3,5.649
2150,-0.825,3.3,6.536
2150,-0.775,2.7,5.322
2150,-0.725,5.0,3.869
2150,-0.675,4.6,3.156
2150,-0.625,5.6,4.035
2150,-0.575,1.7,4.851
2150,-0.525,1.8,3.989
2150,-0.475,2.3,2.881
2150,-0.425,4.5,3.23
2150,-0.375,6.0,3.348
2150,-0.325,11.3,3.744
2150,-0.275,1.6,3.903
2150,-0.225,8.0,3.933
2150,-0.175,2.1,3.845
2150,-0.125,3.5,4.243
2150,-0.075,9.3,3.014
2150,-0.025,6.5,3.342
2150,0.025,2.9,3.084
2250,-0.925,5.0,6.084
2250,-0.875,6.4,5.983
2250,-0.825,3.2,5.676
2250,-0.775,3.5,4.873
2250,-0.725,2.2,4.804
2250,-0.675,9.0,4.074
2250,-0.625,3.2,3.931
2250,-0.575,2.0,3.693
2250,-0.525,14.4,2.247
2250,-0.475,5.0,2.96
2250,-0.425,2.2,2.876
2250,-0.375,8.8,2.953
2250,-0.325,7.9,3.512
2250,-0.275,5.2,4.093
2250,-0.225,5.3,3.684
2250,-0.175,11.9,3.499
2250,-0.125,9.3,3.745
2250,-0.075,6.3,3.312
2250,-0.025,5.7,3.242
2250,0.025,3.9,3.165
2350,-0.925,6.9,6.285
2350,-0.875,5.3,6.134
2350,-0.825,7.2,4.425
2350,-0.775,3.8,5.138
2350,-0.725,2.3,6.004
2350,-0.675,3.2,4.177
2350,-0.625,1.8,5.161
2350,-0.575,3.6,3.157
2350,-0.525,1.7,2.766
2350,-0.475,6.7,2.833
2350,-0.425,2.0,2.537
2350,-0.375,6.8,3.364
2350,-0.325,1.1,2.737
2350,-0.275,8.8,3.379
2350,-0.225,10.3,3.404
2350,-0.175,8.0,2.936
2350,-0.125,10.2,3.58
2350,-0.075,8.6,3.551
2350,-0.025,7.4,3.417
2350,0.025,10.7,2.83
2450,-0.925,8.4,6.563
2450,-0.875,3.6,5.437
2450,-0.825,1.6,5.159
2450,-0.775,7.6,4.769
2450,-0.725,2.6,5.485
2450,-0.675,3.4,3.339
2450,-0.625,1.7,4.582
2450,-0.575,8.3,2.956
2450,-0.525,6.3,2.339
2450,-0.475,11.6,2.507
2450,-0.425,1.6,3.211
2450,-0.375,6.3,3.466
2450,-0.325,4.5,3.284
2450,-0.275,4.7,3.003
2450,-0.225,9.2,3.025
2450,-0.175,1.7,3.396
2450,-0.125,10.7,3.604
2450,-0.075,10.8,3.553
2450,-0.025,6.3,2.904
2450,0.025,9.0,2.979
2550,-0.925,10.4,5.575
2550,-0.875,4.9,5.58
2550,-0.825,10.4,4.742
2550,-0.775,2.7,5.849
2550,-0.725,5.0,4.373
2550,-0.675,2.2,5.09
2550,-0.625,1.5,3.963
2550,-0.575,9.1,3.102
2550,-0.525,6.2,3.278
2550,-0.475,1.8,3.101
2550,-0.425,2.2,3.071
2550,-0.375,10.2,2.982
2550,-0.325,11.8,3.227
2550,-0.275,9.5,2.888
2550,-0.225,1.8,3.249
2550,-0.175,7.7,3.501
2550,-0.125,7.5,3.906
2550,-0.075,10.7,3.744
2550,-0.025,10.2,3.517
2550,0.025,7.2,3.165
2650,-0.925,9.0,4.725
2650,-0.875,6.1,5.123
2650,-0.825,3.2,5.3
2650,-0.775,11.7,4.328
2650,-0.725,10.4,3.794
2650,-0.675,6.5,3.313
2650,-0.625,9.3,2.865
2650,-0.575,11.0,2.868
2650,-0.525,3.4,2.83
2650,-0.475,7.8,3.093
2650,-0.425,4.9,3.304
2650,-0.375,2.1,3.691
2650,-0.325,6.6,3.528
2650,-0.275,6.5,3.495
2650,-0.225,7.0,2.876
2650,-0.175,2.3,3.766
2650,-0.125,2.6,3.366
2650,-0.075,10.5,4.01
2650,-0.025,3.8,3.474
2650,0.025,8.8,3.0
2750,-0.925,7.7,5.378
2750,-0.875,4.3,4.783
2750,-0.825,11.7,3.413
2750,-0.775,9.3,3.754
2750,-0.725,1.8,5.64
2750,-0.675,8.4,3.262
2750,-0.625,1.5,4.765
2750,-0.575,11.7,2.895
2750,-0.525,11.0,3.736
2750,-0.475,9.7,3.907
2750,-0.425,5.1,3.431
2750,-0.375,1.8,3.309
2750,-0.325,7.2,3.984
2750,-0.275,3.9,4.233
2750,-0.225,8.0,4.377
2750,-0.175,11.0,3.573
2750,-0.125,3.2,4.39
2750,-0.075,2.3,3.455
2750,-0.025,6.0,3.777
2750,0.025,3.7,2.573
2850,-0.925,2.6,5.402
2850,-0.875,7.2,3.902
2850,-0.825,6.4,4.024
2850,-0.775,4.2,4.188
2850,-0.725,3.5,4.082
2850,-0.675,6.6,4.061
2850,-0.625,4.5,4.165
2850,-0.575,2.9,4.486
2850,-0.525,7.1,3.864
2850,-0.475,5.2,4.025
2850,-0.425,2.7,4.629
2850,-0.375,3.2,4.046
2850,-0.325,3.7,5.015
2850,-0.275,3.1,5.242
2850,-0.225,2.6,5.797
2850,-0.175,3.9,5.431
2850,-0.125,4.5,4.492
2850,-0.075,2.6,5.269
2850,-0.025,7.7,3.606
2850,0.025,4.4,4.128
2950,-0.925,2.6,4.981
2950,-0.875,3.5,3.863
2950,-0.825,4.9,4.483
2950,-0.775,4.4,4.355
2950,-0.725,4.4,5.097
2950,-0.675,3.5,5.205
2950,-0.625,4.8,4.825
2950,-0.575,5.6,3.846
2950,-0.525,7.7,3.999
2950,-0.475,2.7,4.616
2950,-0.425,12.0,4.208
2950,-0.375,8.8,5.059
2950,-0.325,3.0,6.394
2950,-0.275,8.1,5.038
2950,-0.225,11.0,4.788
2950,-0.175,1.6,4.71
2950,-0.125,2.4,5.128
2950,-0.075,6.5,4.132
2950,-0.025,8.4,3.603
2950,0.025,6.6,3.842
3050,-0.925,1.6,3.408
3050,-0.875,4.1,4.833
3050,-0.825,6.1,4.359
3050,-0.775,10.1,4.755
3050,-0.725,5.0,5.373
3050,-0.675,4.9,5.091
3050,-0.625,3.1,4.219
3050,-0.575,2.5,3.388
3050,-0.525,2.5,4.358
3050,-0.475,2.6,4.954
3050,-0.425,3.9,4.912
3050,-0.375,3.2,5.793
3050,-0.325,3.4,5.015
3050,-0.275,9.5,5.741
3050,-0.225,9.5,6.01
3050,-0.175,2.4,5.464
3050,-0.125,3.9,4.766
3050,-0.075,4.1,4.756
3050,-0.025,2.7,4.348
3050,0.025,2.8,4.807
3150,-0.925,2.5,3.455
3150,-0.875,7.1,3.796
3150,-0.825,3.7,3.188
3150,-0.775,5.0,5.099
3150,-0.725,8.3,4.942
3150,-0.675,7.5,4.279
3150,-0.625,2.9,5.008
3150,-0.575,11.1,3.694
3150,-0.525,5.8,4.217
3150,-0.475,6.1,4.563
3150,-0.425,5.9,4.415
3150,-0.375,5.8,4.65
3150,-0.325,3.9,5.852
3150,-0.275,3.0,5.693
3150,-0.225,2.9,6.163
3150,-0.175,4.9,5.274
3150,-0.125,4.0,4.766
3150,-0.075,4.0,4.563
3150,-0.025,2.3,4.889
3150,0.025,2.5,5.537
3250,-0.925,8.5,3.948
3250,-0.875,9.5,4.217
3250,-0.825,5.9,4.845
3250,-0.775,9.2,4.059
3250,-0.725,7.9,4.15
3250,-0.675,3.5,5.252
3250,-0.625,2.8,5.088
3250,-0.575,3.5,5.075
3250,-0.525,3.6,5.039
3250,-0.475,3.2,5.045
3250,-0.425,7.0,4.3
3250,-0.375,2.7,5.328
3250,-0.325,3.4,4.417
3250,-0.275,6.1,5.213
3250,-0.225,2.4,5.083
3250,-0.175,8.3,4.502
3250,-0.125,1.5,4.929
3250,-0.075,6.4,5.861
3250,-0.025,2.5,5.911
3250,0.025,2.8,5.492
3350,-0.925,2.7,5.017
3350,-0.875,6.7,4.571
3350,-0.825,9.7,4.797
3350,-0.775,4.3,5.39
3350,-0.725,10.6,4.295
3350,-0.675,3.0,5.776
3350,-0.625,8.3,5.137
3350,-0.575,3.3,5.598
3350,-0.525,3.2,5.779
3350,-0.475,8.2,4.577
3350,-0.425,3.2,5.228
3350,-0.375,3.5,4.043
3350,-0.325,3.6,4.376
3350,-0.275,10.8,4.089
3350,-0.225,2.3,5.677
3350,-0.175,2.4,6.358
3350,-0.125,2.4,6.095
3350,-0.075,3.0,5.75
3350,-0.025,4.4,6.33
3350,0.025,3.1,5.659
3450,-0.925,3.0,5.061
3450,-0.875,5.5,3.657
3450,-0.825,4.9,5.825
3450,-0.775,2.8,4.152
3450,-0.725,3.9,5.855
3450,-0.675,9.1,4.923
3450,-0.625,2.7,5.694
3450,-0.575,3.2,5.686
3450,-0.525,3.7,5.78
3450,-0.475,10.5,4.58
3450,-0.425,6.2,4.304
3450,-0.375,4.0,4.008
3450,-0.325,7.7,3.589
3450,-0.275,10.4,4.201
3450,-0.225,3.1,5.581
3450,-0.175,7.4,5.52
3450,-0.125,2.7,6.764
3450,-0.075,1.8,5.463
3450,-0.025,3.2,5.982
3450,0.025,2.9,6.022
3550,-0.925,1.9,4.888
3550,-0.875,5.0,5.454
3550,-0.825,4.3,5.405
3550,-0.775,6.5,5.041
3550,-0.725,3.1,5.611
3550,-0.675,3.2,6.094
3550,-0.625,3.4,5.742
3550,-0.575,7.8,4.675
3550,-0.525,10.0,4.887
3550,-0.475,9.5,4.846
3550,-0.425,2.6,5.61
3550,-0.375,5.4,4.096
3550,-0.325,3.2,4.751
3550,-0.275,9.7,5.003
3550,-0.225,6.1,5.146
3550,-0.175,8.9,5.635
3550,-0.125,3.5,5.518
3550,-0.075,9.7,4.925
3550,-0.025,1.8,5.922
3550,0.025,3.3,5.921
3650,-0.925,5.0,5.662
3650,-0.875,6.8,5.214
3650,-0.825,9.9,5.637
3650,-0.775,3.0,6.12
3650,-0.725,2.8,5.498
3650,-0.675,2.8,6.767
3650,-0.625,8.9,5.141
3650,-0.575,3.1,5.04
3650,-0.525,7.4,4.492
3650,-0.475,3.8,4.825
3650,-0.425,9.9,5.268
3650,-0.375,2.2,4.912
3650,-0.325,11.5,5.373
3650,-0.275,1.8,4.999
3650,-0.225,2.2,6.188
3650,-0.175,2.4,5.741
3650,-0.125,3.9,5.42
3650,-0.075,2.5,7.322
3650,-0.025,3.0,5.02
3650,0.025,3.4,5.663
3750,-0.925,3.2,5.259
3750,-0.875,11.0,5.604
3750,-0.825,4.2,6.021
3750,-0.775,3.6,5.74
3750,-0.725,2.7,6.655
3750,-0.675,2.7,5.114
3750,-0.625,7.1,4.332
3750,-0.575,3.2,6.331
3750,-0.525,3.1,4.944
3750,-0.475,4.7,4.534
3750,-0.425,5.3,4.624
3750,-0.375,6.3,5.697
3750,-0.325,4.1,4.374
3750,-0.275,5.7,5.542
3750,-0.225,3.7,5.981
3750,-0.175,2.1,5.442
3750,-0.125,11.8,4.898
3750,-0.075,2.2,5.202
3750,-0.025,2.5,4.739
3750,0.025,2.0,4.992
3850,-0.925,3.6,5.557
3850,-0.875,5.3,5.631
3850,-0.825,5.6,5.25
3850,-0.775,3.5,4.703
3850,-0.725,11.8,4.808
3850,-0.675,11.9,4.203
3850,-0.625,4.2,4.87
3850,-0.575,9.3,4.476
3850,-0.525,3.0,4.379
3850,-0.475,10.9,3.903
3850,-0.425,11.3,4.994
3850,-0.375,2.2,5.116
3850,-0.325,2.3,5.264
3850,-0.275,4.3,5.885
3850,-0.225,7.7,4.477
3850,-0.175,8.7,4.914
3850,-0.125,2.6,4.917
3850,-0.075,11.7,4.791
3850,-0.025,6.1,3.641
3850,0.025,3.0,4.501
3950,-0.925,3.6,5.687
3950,-0.875,10.1,5.161
3950,-0.825,4.4,4.668
3950,-0.775,3.8,5.028
3950,-0.725,9.2,4.431
3950,-0.675,10.6,4.873
3950,-0.625,3.6,4.548
3950,-0.575,4.5,4.71
3950,-0.525,11.3,4.481
3950,-0.475,5.8,4.246
3950,-0.425,10.0,4.418
3950,-0.375,2.7,4.533
3950,-0.325,3.6,5.0
3950,-0.275,7.9,4.979
3950,-0.225,3.0,4.624
3950,-0.175,8.3,3.807
3950,-0.125,2.7,4.892
3950,-0.075,3.8,5.308
3950,-0.025,1.9,4.626
3950,0.025,4.6,3.966
4050,-0.925,3.0,5.225
4050,-0.875,3.7,5.849
4050,-0.825,4.9,5.33
4050,-0.775,3.8,4.762
4050,-0.725,11.3,4.337
4050,-0.675,6.4,4.689
4050,-0.625,3.0,5.69
4050,-0.575,3.9,6.016
4050,-0.525,2.5,5.663
4050,-0.475,2.9,5.812
4050,-0.425,7.5,4.546
4050,-0.375,9.4,3.627
4050,-0.325,6.5,4.119
4050,-0.275,4.6,5.031
4050,-0.225,2.9,5.413
4050,-0.175,4.1,4.814
4050,-0.125,6.4,4.959
4050,-0.075,7.4,4.663
4050,-0.025,3.6,4.938
4050,0.025,1.5,4.464
4150,-0.925,9.3,5.039
4150,-0.875,3.7,5.919
4150,-0.825,3.6,5.763
4150,-0.775,4.5,5.461
4150,-0.725,4.5,5.467
4150,-0.675,2.9,4.622
4150,-0.625,4.1,6.125
4150,-0.575,1.9,5.174
4150,-0.525,3.0,5.731
4150,-0.475,2.6,6.297
4150,-0.425,2.0,4.986
4150,-0.375,6.1,3.337
4150,-0.325,3.7,4.106
4150,-0.275,8.8,3.12
4150,-0.225,3.0,5.561
4150,-0.175,2.6,5.802
4150,-0.125,3.1,4.949
4150,-0.075,10.7,4.879
4150,-0.025,11.3,4.785
4150,0.025,3.8,4.266
4250,-0.925,3.1,5.69
4250,-0.875,3.8,5.32
4250,-0.825,2.4,5.174
4250,-0.775,3.3,5.143
4250,-0.725,5.4,3.844
4250,-0.675,10.3,4.651
4250,-0.625,8.4,5.633
4250,-0.575,4.5,5.412
4250,-0.525,3.2,5.774
4250,-0.475,2.9,6.675
4250,-0.425,2.8,4.726
4250,-0.375,9.1,4.738
4250,-0.325,3.4,4.922
4250,-0.275,9.3,4.133
4250,-0.225,9.3,4.602
4250,-0.175,4.0,4.589
4250,-0.125,2.6,5.352
4250,-0.075,8.2,4.464
4250,-0.025,2.8,5.195
4250,0.025,6.3,3.408
4350,-0.925,4.5,5.335
4350,-0.875,3.7,4.935
4350,-0.825,3.3,5.456
4350,-0.775,3.0,3.517
4350,-0.725,4.7,4.328
4350,-0.675,8.3,4.737
4350,-0.625,3.8,5.821
4350,-0.575,8.8,5.853
4350,-0.525,2.3,6.321
4350,-0.475,5.5,5.728
4350,-0.425,8.6,5.329
4350,-0.375,10.7,4.695
4350,-0.325,11.8,4.645
4350,-0.275,3.1,5.183
4350,-0.225,4.6,5.239
4350,-0.175,7.8,5.201
4350,-0.125,3.6,4.258
4350,-0.075,2.3,5.014
4350,-0.025,2.8,4.101
4350,0.025,5.7,3.844
4450,-0.925,4.5,5.738
4450,-0.875,2.7,5.172
4450,-0.825,2.2,4.099
4450,-0.775,5.8,3.931
4450,-0.725,6.1,4.997
4450,-0.675,3.5,5.544
4450,-0.625,8.0,5.341
4450,-0.575,2.0,6.262
4450,-0.525,2.3,6.628
4450,-0.475,1.9,4.987
4450,-0.425,11.7,4.442
4450,-0.375,1.8,5.231
4450,-0.325,3.2,4.028
4450,-0.275,11.8,5.003
4450,-0.225,5.8,4.595
4450,-0.175,4.9,4.721
4450,-0.125,1.5,4.202
4450,-0.075,6.5,4.16
4450,-0.025,7.3,4.458
4450,0.025,8.0,4.107
4550,-0.925,11.1,5.12
4550,-0.875,3.0,5.614
4550,-0.825,5.3,3.734
4550,-0.775,3.1,5.047
4550,-0.725,4.3,5.272
4550,-0.675,3.1,5.501
4550,-0.625,3.9,5.552
4550,-0.575,2.4,6.003
4550,-0.525,3.4,5.646
4550,-0.475,3.3,4.935
4550,-0.425,10.7,5.053
4550,-0.375,3.1,5.628
4550,-0.325,11.3,5.178
4550,-0.275,2.7,5.647
4550,-0.225,4.4,4.327
4550,-0.175,4.8,4.499
4550,-0.125,3.3,4.919
4550,-0.075,3.1,3.958
4550,-0.025,1.6,4.35
4550,0.025,3.1,5.022
4650,-0.925,4.5,4.176
4650,-0.875,2.7,4.937
4650,-0.825,3.0,5.354
4650,-0.775,10.5,4.513
4650,-0.725,14.0,3.636
4650,-0.675,8.6,4.997
4650,-0.625,11.8,5.111
4650,-0.575,2.0,5.415
4650,-0.525,7.4,4.962
4650,-0.475,3.8,5.391
4650,-0.425,2.3,5.842
4650,-0.375,2.2,5.348
4650,-0.325,5.8,4.841
4650,-0.275,2.4,6.265
4650,-0.225,10.9,4.335
4650,-0.175,6.8,4.604
4650,-0.125,2.4,5.456
4650,-0.075,3.6,4.874
4650,-0.025,4.4,4.566
4650,0.025,3.9,4.882
4750,-0.925,11.4,4.222
4750,-0.875,2.4,5.487
4750,-0.825,3.1,5.64
4750,-0.775,4.3,5.181
4750,-0.725,1.5,4.393
4750,-0.675,2.4,5.758
4750,-0.625,4.0,5.287
4750,-0.575,3.7,4.776
4750,-0.525,6.4,4.39
4750,-0.475,4.7,5.218
4750,-0.425,2.5,5.444
4750,-0.375,4.7,4.607
4750,-0.325,5.6,4.959
4750,-0.275,3.3,6.124
4750,-0.225,10.5,5.749
4750,-0.175,4.9,4.548
4750,-0.125,7.0,4.117
4750,-0.075,2.8,4.849
4750,-0.025,4.9,5.276
4750,0.025,3.9,5.027
4850,-0.925,2.8,5.794
4850,-0.875,2.6,6.075
4850,-0.825,2.9,5.931
4850,-0.775,3.6,5.513
4850,-0.725,7.8,5.093
4850,-0.675,2.6,5.64
4850,-0.625,1.7,4.484
4850,-0.575,4.1,4.937
4850,-0.525,2.9,4.925
4850,-0.475,4.7,4.321
4850,-0.425,3.0,5.653
4850,-0.375,4.2,4.797
4850,-0.325,3.7,5.503
4850,-0.275,2.8,6.422
4850,-0.225,4.3,6.134
4850,-0.175,2.8,5.76
4850,-0.125,9.3,4.251
4850,-0.075,7.1,4.52
4850,-0.025,10.8,3.77
4850,0.025,8.6,5.021
4950,-0.925,3.1,4.914
4950,-0.875,3.6,5.943
4950,-0.825,2.2,5.973
4950,-0.775,2.6,5.13
4950,-0.725,11.7,4.78
4950,-0.675,2.6,4.078
4950,-0.625,2.2,5.546
4950,-0.575,2.3,5.071
4950,-0.525,2.3,5.364
4950,-0.475,2.1,5.38
4950,-0.425,4.5,3.533
4950,-0.375,2.1,5.073
4950,-0.325,2.7,5.928
4950,-0.275,2.3,5.786
4950,-0.225,2.0,6.155
4950,-0.175,2.7,5.89
4950,-0.125,8.6,4.711
4950,-0.075,8.7,3.277
4950,-0.025,2.8,3.888
4950,0.025,6.6,4.738
5050,-0.925,5.2,4.422
5050,-0.875,2.6,6.136
5050,-0.825,2.6,6.642
5050,-0.775,2.3,4.978
5050,-0.725,3.7,4.96
5050,-0.675,6.2,3.944
5050,-0.625,7.2,4.203
5050,-0.575,2.5,5.487
5050,-0.525,2.6,4.845
5050,-0.475,9.4,4.384
5050,-0.425,2.4,4.297
5050,-0.375,2.8,3.953
5050,-0.325,4.5,3.868
5050,-0.275,7.8,4.454
5050,-0.225,2.8,5.865
5050,-0.175,5.7,4.684
5050,-0.125,3.8,5.538
5050,-0.075,8.5,4.449
5050,-0.025,7.6,4.455
5050,0.025,8.9,3.123
5150,-0.925,7.6,4.945
5150,-0.875,3.5,6.288
5150,-0.825,5.7,6.147
5150,-0.775,2.5,6.498
5150,-0.725,7.6,4.175
5150,-0.675,3.6,4.867
5150,-0.625,8.2,4.491
5150,-0.575,10.8,5.213
5150,-0.525,10.0,4.901
5150,-0.475,4.9,3.602
5150,-0.425,3.7,4.547
5150,-0.375,2.6,5.622
5150,-0.325,2.5,4.704
5150,-0.275,9.1,4.98
5150,-0.225,3.1,5.895
5150,-0.175,2.7,5.663
5150,-0.125,2.7,6.486
