RPM,MAP,TempoDeInjecao,Confianca
813,-0.55,3.0,0.005
813,-0.45,8.5,0.003
813,-0.35,8.4,0.006
813,-0.25,13.7,0.002
813,-0.15,5.0,0.005
813,-0.05,6.0,0.007
813,0.05,5.0,0.006
814,-0.95,4.3,0.003
814,-0.85,5.8,0.001
814,-0.75,3.6,0.003
814,-0.65,1.8,0.004
814,-0.55,3.1,0.003
814,-0.45,3.6,0.005
814,-0.35,3.7,0.005
814,-0.25,9.6,0.004
814,-0.15,3.3,0.006
814,-0.05,3.6,0.006
814,0.05,6.0,0.006
815,-0.95,3.6,0.001
815,-0.85,4.7,0.001
815,-0.75,1.7,0.002
815,-0.65,3.2,0.004
815,-0.55,3.3,0.007
815,-0.45,2.0,0.002
815,-0.35,10.2,0.002
815,-0.25,5.3,0.002
815,-0.15,4.0,0.005
815,-0.05,3.4,0.005
815,0.05,6.8,0.008
816,-0.95,2.0,0.003
816,-0.85,5.8,0.002
816,-0.75,2.7,0.006
816,-0.65,11.4,0.005
816,-0.55,2.4,0.002
816,-0.45,14.0,0.001
816,-0.35,9.0,0.003
816,-0.25,2.9,0.006
816,-0.15,3.4,0.005
816,-0.05,4.6,0.005
816,0.05,1.5,0.002
817,-0.95,10.6,0.006
817,-0.85,5.3,0.002
817,-0.75,4.4,0.005
817,-0.65,2.7,0.005
817,-0.55,12.3,0.002
817,-0.45,2.0,0.003
817,-0.35,11.8,0.005
817,-0.25,7.1,0.004
817,-0.15,7.8,0.004
817,-0.05,10.2,0.003
817,0.05,11.5,0.002
818,-0.95,3.9,0.005
818,-0.85,3.4,0.004
818,-0.75,2.6,0.003
818,-0.65,3.6,0.005
818,-0.55,9.5,0.004
818,-0.45,2.1,0.004
818,-0.35,2.6,0.007
818,-0.25,2.2,0.005
818,-0.15,4.1,0.006
818,-0.05,3.7,0.005
818,0.05,1.2,0.001
819,-0.95,10.4,0.005
819,-0.85,7.9,0.003
819,-0.75,2.8,0.005
819,-0.65,7.4,0.004
819,-0.55,5.6,0.005
819,-0.45,8.3,0.006
819,-0.35,2.1,0.007
819,-0.25,2.4,0.004
819,-0.15,2.4,0.005
819,-0.05,1.1,0.002
819,0.05,7.2,0.002
820,-0.95,6.2,0.005
820,-0.85,2.8,0.003
820,-0.75,3.5,0.003
820,-0.65,6.0,0.003
820,-0.55,6.9,0.004
820,-0.45,6.1,0.006
820,-0.35,3.1,0.006
820,-0.25,2.2,0.003
820,-0.15,5.1,0.003
820,-0.05,4.6,0.004
820,0.05,2.5,0.002
821,-0.95,11.9,0.007
821,-0.85,4.0,0.004
821,-0.75,2.4,0.003
821,-0.65,7.9,0.002
821,-0.55,7.2,0.003
821,-0.45,2.9,0.006
821,-0.35,12.9,0.002
821,-0.25,4.0,0.003
821,-0.15,3.4,0.003
821,-0.05,4.6,0.002
821,0.05,8.0,0.002
822,-0.95,11.7,0.002
822,-0.85,2.7,0.004
822,-0.75,3.1,0.004
822,-0.65,2.6,0.005
822,-0.55,9.7,0.004
822,-0.45,4.6,0.004
822,-0.35,11.8,0.004
822,-0.25,7.8,0.003
822,-0.15,2.4,0.006
822,-0.05,2.5,0.003
822,0.05,12.9,0.001
823,-0.95,11.9,0.003
823,-0.85,2.8,0.004
823,-0.75,8.0,0.004
823,-0.65,3.5,0.005
823,-0.55,3.5,0.004
823,-0.45,2.6,0.005
823,-0.35,2.1,0.003
823,-0.25,11.7,0.002
823,-0.15,3.5,0.004
823,-0.05,4.7,0.004
823,0.05,7.1,0.005
824,-0.95,10.0,0.004
824,-0.85,3.0,0.005
824,-0.75,4.7,0.007
824,-0.65,2.8,0.008
824,-0.55,1.9,0.009
824,-0.45,8.1,0.004
824,-0.35,7.1,0.003
824,-0.25,3.3,0.005
824,-0.15,11.4,0.002
824,-0.05,8.8,0.005
824,0.05,2.6,0.004
825,-0.95,12.0,0.008
825,-0.85,3.2,0.006
825,-0.75,10.6,0.004
825,-0.65,1.9,0.005
825,-0.55,10.4,0.006
825,-0.45,15.0,0.002
825,-0.35,4.4,0.005
825,-0.25,2.9,0.005
825,-0.15,3.5,0.003
825,-0.05,8.3,0.002
825,0.05,6.9,0.008
826,-0.95,8.5,0.004
826,-0.85,2.6,0.004
826,-0.75,3.0,0.006
826,-0.65,2.6,0.004
826,-0.55,1.9,0.006
826,-0.45,2.2,0.005
826,-0.35,3.4,0.007
826,-0.25,11.7,0.006
826,-0.15,2.5,0.005
826,-0.05,2.5,0.003
826,0.05,2.5,0.004
827,-0.95,4.6,0.004
827,-0.85,11.8,0.006
827,-0.75,5.5,0.004
827,-0.65,2.8,0.007
827,-0.55,2.1,0.009
827,-0.45,11.0,0.006
827,-0.35,7.7,0.004
827,-0.25,8.2,0.003
827,-0.15,11.3,0.003
827,-0.05,4.5,0.008
827,0.05,2.5,0.005
828,-0.95,12.5,0.003
828,-0.85,12.3,0.003
828,-0.75,3.7,0.005
828,-0.65,1.9,0.006
828,-0.55,4.2,0.005
828,-0.45,2.6,0.007
828,-0.35,8.7,0.005
828,-0.25,9.2,0.004
828,-0.15,2.4,0.008
828,-0.05,2.5,0.007
828,0.05,4.2,0.005
829,-0.95,6.5,0.004
829,-0.85,3.2,0.006
829,-0.75,4.6,0.006
829,-0.65,4.8,0.003
829,-0.55,4.5,0.005
829,-0.45,7.1,0.003
829,-0.35,9.4,0.007
829,-0.25,11.5,0.005
829,-0.15,2.1,0.004
829,-0.05,2.5,0.006
829,0.05,2.5,0.004
830,-0.95,10.9,0.006
830,-0.85,8.9,0.005
830,-0.75,1.9,0.003
830,-0.65,2.3,0.006
830,-0.55,4.0,0.004
830,-0.45,1.8,0.005
830,-0.35,3.4,0.007
830,-0.25,2.2,0.006
830,-0.15,9.0,0.007
830,-0.05,6.8,0.006
830,0.05,2.5,0.003
831,-0.95,5.8,0.006
831,-0.85,8.8,0.005
831,-0.75,4.1,0.007
831,-0.65,2.9,0.007
831,-0.55,1.9,0.005
831,-0.45,5.3,0.004
831,-0.35,10.8,0.004
831,-0.25,5.6,0.006
831,-0.15,3.4,0.008
831,-0.05,7.1,0.003
831,0.05,2.5,0.003
832,-0.95,10.7,0.005
832,-0.85,2.6,0.007
832,-0.75,4.0,0.004
832,-0.65,6.8,0.004
832,-0.55,3.0,0.006
832,-0.45,9.7,0.002
832,-0.35,10.7,0.002
832,-0.25,10.6,0.003
832,-0.15,3.1,0.007
832,-0.05,9.1,0.004
832,0.05,2.5,0.002
833,-0.95,10.6,0.006
833,-0.85,4.6,0.003
833,-0.75,7.8,0.004
833,-0.65,9.5,0.003
833,-0.55,2.7,0.003
833,-0.45,1.5,0.002
833,-0.35,11.3,0.002
833,-0.25,10.0,0.002
833,-0.15,2.4,0.003
833,-0.05,4.1,0.002
833,0.05,1.6,0.002
834,-0.95,9.7,0.002
834,-0.85,7.5,0.003
834,-0.75,3.4,0.004
834,-0.65,5.9,0.002
834,-0.55,1.9,0.003
834,-0.45,10.1,0.002
834,-0.35,2.1,0.003
834,-0.25,9.2,0.004
834,-0.15,2.4,0.004
834,-0.05,2.5,0.003
834,0.05,3.3,0.001
835,-0.95,1.5,0.003
835,-0.85,10.6,0.004
835,-0.75,1.7,0.003
835,-0.65,1.9,0.003
835,-0.55,1.9,0.002
835,-0.45,5.3,0.002
835,-0.35,3.0,0.005
835,-0.25,2.2,0.007
835,-0.15,2.5,0.004
835,-0.05,4.5,0.002
835,0.05,2.5,0.002
836,-0.95,13.6,0.004
836,-0.85,9.1,0.004
836,-0.75,1.7,0.005
836,-0.65,1.9,0.004
836,-0.55,6.6,0.003
836,-0.45,1.8,0.004
836,-0.35,6.9,0.003
836,-0.25,2.1,0.005
836,-0.15,7.7,0.005
836,-0.05,11.4,0.005
836,0.05,2.5,0.004
837,-0.95,1.5,0.005
837,-0.85,4.1,0.004
837,-0.75,11.2,0.005
837,-0.65,12.0,0.003
837,-0.55,14.6,0.002
837,-0.45,2.0,0.003
837,-0.35,9.5,0.004
837,-0.25,2.2,0.008
837,-0.15,2.4,0.004
837,-0.05,2.5,0.003
837,0.05,5.1,0.004
838,-0.95,1.5,0.005
838,-0.85,1.6,0.004
838,-0.75,1.7,0.005
838,-0.65,10.6,0.004
838,-0.55,1.9,0.004
838,-0.45,13.8,0.003
838,-0.35,10.8,0.006
838,-0.25,3.2,0.007
838,-0.15,2.4,0.007
838,-0.05,2.5,0.003
838,0.05,9.4,0.003
839,-0.95,1.5,0.004
839,-0.85,10.9,0.005
839,-0.75,8.7,0.007
839,-0.65,1.9,0.005
839,-0.55,12.6,0.002
839,-0.45,2.0,0.004
839,-0.35,3.7,0.007
839,-0.25,2.2,0.006
839,-0.15,2.4,0.005
839,-0.05,6.4,0.003
839,0.05,8.0,0.003
840,-0.95,11.6,0.005
840,-0.85,4.2,0.006
840,-0.75,10.6,0.007
840,-0.65,3.4,0.006
840,-0.55,8.2,0.006
840,-0.45,4.4,0.004
840,-0.35,7.3,0.006
840,-0.25,2.5,0.004
840,-0.15,2.4,0.005
840,-0.05,2.5,0.004
840,0.05,2.5,0.001
841,-0.95,1.5,0.005
841,-0.85,4.1,0.005
841,-0.75,6.6,0.006
841,-0.65,7.1,0.005
841,-0.55,7.4,0.006
841,-0.45,3.9,0.003
841,-0.35,3.7,0.005
841,-0.25,2.2,0.007
841,-0.15,2.4,0.006
841,-0.05,2.5,0.004
841,0.05,8.2,0.004
842,-0.95,8.1,0.004
842,-0.85,5.0,0.004
842,-0.75,10.1,0.004
842,-0.65,1.9,0.006
842,-0.55,1.9,0.003
842,-0.45,4.3,0.004
842,-0.35,2.1,0.003
842,-0.25,9.2,0.004
842,-0.15,2.4,0.006
842,-0.05,2.5,0.005
842,0.05,7.7,0.007
843,-0.95,1.5,0.003
843,-0.85,6.1,0.003
843,-0.75,1.7,0.008
843,-0.65,1.9,0.005
843,-0.55,3.2,0.007
843,-0.45,2.0,0.002
843,-0.35,4.1,0.004
843,-0.25,3.7,0.003
843,-0.15,4.0,0.005
843,-0.05,6.2,0.005
843,0.05,4.9,0.008
844,-0.95,8.0,0.004
844,-0.85,4.7,0.003
844,-0.75,1.7,0.006
844,-0.65,2.1,0.007
844,-0.55,1.9,0.005
844,-0.45,2.0,0.003
844,-0.35,1.5,0.004
844,-0.25,2.2,0.004
844,-0.15,3.0,0.003
844,-0.05,2.5,0.004
844,0.05,7.3,0.006
845,-0.95,11.3,0.005
845,-0.85,10.5,0.004
845,-0.75,1.7,0.006
845,-0.65,1.9,0.007
845,-0.55,12.3,0.002
845,-0.45,2.0,0.006
845,-0.35,2.8,0.009
845,-0.25,13.2,0.001
845,-0.15,2.4,0.003
845,-0.05,2.5,0.003
845,0.05,2.5,0.001
846,-0.95,9.8,0.004
846,-0.85,2.6,0.009
846,-0.75,1.8,0.003
846,-0.65,4.9,0.004
846,-0.55,11.0,0.003
846,-0.45,2.0,0.004
846,-0.35,6.4,0.005
846,-0.25,6.9,0.005
846,-0.15,4.1,0.001
846,-0.05,2.5,0.003
846,0.05,6.0,0.003
847,-0.95,7.0,0.004
847,-0.85,10.2,0.005
847,-0.75,3.2,0.004
847,-0.65,2.7,0.003
847,-0.55,4.1,0.004
847,-0.45,2.7,0.007
847,-0.35,1.5,0.003
847,-0.25,4.9,0.002
847,-0.15,2.8,0.008
847,-0.05,4.9,0.005
847,0.05,6.4,0.009
848,-0.95,6.7,0.004
848,-0.85,11.7,0.005
848,-0.75,4.0,0.003
848,-0.65,4.1,0.002
848,-0.55,2.6,0.004
848,-0.45,2.0,0.003
848,-0.35,2.1,0.002
848,-0.25,2.2,0.005
848,-0.15,2.4,0.004
848,-0.05,5.7,0.004
848,0.05,7.6,0.007
849,-0.95,9.0,0.005
849,-0.85,8.7,0.005
849,-0.75,2.1,0.003
849,-0.65,3.5,0.005
849,-0.55,6.0,0.004
849,-0.45,2.0,0.005
849,-0.35,2.1,0.005
849,-0.25,2.2,0.004
849,-0.15,2.4,0.004
849,-0.05,5.0,0.005
849,0.05,7.2,0.009
850,-0.95,11.8,0.004
850,-0.85,1.9,0.005
850,-0.75,3.5,0.002
850,-0.65,5.4,0.004
850,-0.55,7.9,0.004
850,-0.45,2.0,0.004
850,-0.35,3.4,0.006
850,-0.25,2.5,0.004
850,-0.15,11.7,0.002
850,-0.05,2.5,0.003
850,0.05,7.0,0.008
851,-0.95,15.0,0.003
851,-0.85,1.8,0.004
851,-0.75,1.7,0.002
851,-0.65,1.9,0.004
851,-0.55,2.8,0.004
851,-0.45,9.4,0.004
851,-0.35,6.3,0.006
851,-0.25,3.2,0.004
851,-0.15,2.4,0.006
851,-0.05,10.8,0.005
851,0.05,2.5,0.004
852,-0.95,10.6,0.004
852,-0.85,6.1,0.002
852,-0.75,5.8,0.002
852,-0.65,6.4,0.003
852,-0.55,8.5,0.004
852,-0.45,4.5,0.004
852,-0.35,2.3,0.005
852,-0.25,4.2,0.005
852,-0.15,2.8,0.009
852,-0.05,9.7,0.005
852,0.05,11.0,0.005
853,-0.95,9.2,0.005
853,-0.85,2.7,0.004
853,-0.75,6.6,0.003
853,-0.65,2.5,0.006
853,-0.55,1.9,0.003
853,-0.45,3.5,0.004
853,-0.35,2.1,0.004
853,-0.25,5.7,0.005
853,-0.15,6.2,0.005
853,-0.05,3.7,0.005
853,0.05,8.8,0.003
854,-0.95,8.7,0.003
854,-0.85,3.8,0.002
854,-0.75,12.0,0.003
854,-0.65,2.5,0.004
854,-0.55,1.9,0.002
854,-0.45,5.2,0.003
854,-0.35,4.1,0.002
854,-0.25,2.2,0.004
854,-0.15,4.5,0.004
854,-0.05,2.5,0.002
854,0.05,11.1,0.004
855,-0.95,10.3,0.005
855,-0.85,2.3,0.002
855,-0.75,1.7,0.005
855,-0.65,2.1,0.003
855,-0.55,2.1,0.002
855,-0.45,2.0,0.006
855,-0.35,2.1,0.004
855,-0.25,8.8,0.002
855,-0.15,3.5,0.004
855,-0.05,4.8,0.007
855,0.05,2.5,0.002
856,-0.95,10.8,0.007
856,-0.85,4.4,0.004
856,-0.75,1.7,0.005
856,-0.65,3.1,0.005
856,-0.55,13.3,0.002
856,-0.45,3.6,0.005
856,-0.35,3.5,0.008
856,-0.25,3.1,0.002
856,-0.15,2.6,0.004
856,-0.05,5.9,0.007
856,0.05,4.4,0.005
857,-0.95,10.3,0.004
857,-0.85,7.2,0.004
857,-0.75,2.2,0.006
857,-0.65,4.0,0.007
857,-0.55,3.4,0.005
857,-0.45,2.0,0.006
857,-0.35,2.1,0.004
857,-0.25,2.1,0.004
857,-0.15,13.6,0.002
857,-0.05,3.5,0.003
857,0.05,7.4,0.008
858,-0.95,10.5,0.003
858,-0.85,9.7,0.005
858,-0.75,5.8,0.004
858,-0.65,2.2,0.005
858,-0.55,7.4,0.004
858,-0.45,4.6,0.004
858,-0.35,2.1,0.005
858,-0.25,2.2,0.007
858,-0.15,14.8,0.003
858,-0.05,4.2,0.006
858,0.05,9.0,0.009
859,-0.95,1.5,0.003
859,-0.85,5.2,0.003
859,-0.75,2.3,0.002
859,-0.65,2.4,0.004
859,-0.55,5.3,0.006
859,-0.45,9.7,0.007
859,-0.35,2.1,0.006
859,-0.25,2.2,0.008
859,-0.15,2.0,0.007
859,-0.05,7.4,0.005
859,0.05,4.2,0.005
860,-0.95,9.7,0.005
860,-0.85,1.6,0.003
860,-0.75,2.7,0.004
860,-0.65,2.7,0.003
860,-0.55,1.9,0.006
860,-0.45,2.0,0.005
860,-0.35,2.1,0.006
860,-0.25,2.2,0.009
860,-0.15,9.4,0.008
860,-0.05,3.6,0.008
860,0.05,9.8,0.008
861,-0.95,11.5,0.004
861,-0.85,2.0,0.003
861,-0.75,7.4,0.005
861,-0.65,2.0,0.004
861,-0.55,13.8,0.002
861,-0.45,2.0,0.007
861,-0.35,7.9,0.007
861,-0.25,8.4,0.006
861,-0.15,5.7,0.006
861,-0.05,4.4,0.007
861,0.05,2.2,0.004
862,-0.95,8.8,0.002
862,-0.85,10.3,0.002
862,-0.75,4.3,0.003
862,-0.65,5.5,0.005
862,-0.55,10.1,0.007
862,-0.45,11.9,0.007
862,-0.35,7.2,0.007
862,-0.25,8.8,0.005
862,-0.15,2.6,0.007
862,-0.05,3.6,0.006
862,0.05,11.2,0.003
863,-0.95,8.4,0.001
863,-0.85,11.2,0.003
863,-0.75,1.7,0.006
863,-0.65,10.0,0.005
863,-0.55,3.2,0.007
863,-0.45,8.3,0.006
863,-0.35,3.0,0.006
863,-0.25,4.4,0.006
863,-0.15,3.4,0.008
863,-0.05,2.2,0.003
863,0.05,5.8,0.007
864,-0.95,10.5,0.002
864,-0.85,5.0,0.002
864,-0.75,3.6,0.007
864,-0.65,12.0,0.004
864,-0.55,8.6,0.005
864,-0.45,1.8,0.006
864,-0.35,3.4,0.003
864,-0.25,1.8,0.004
864,-0.15,3.1,0.006
864,-0.05,4.4,0.006
864,0.05,13.8,0.002
865,-0.95,9.1,0.006
865,-0.85,2.5,0.007
865,-0.75,2.0,0.007
865,-0.65,1.9,0.011
865,-0.55,5.9,0.005
865,-0.45,2.0,0.003
865,-0.35,3.6,0.003
865,-0.25,2.2,0.003
865,-0.15,5.5,0.004
865,-0.05,10.0,0.004
865,0.05,2.5,0.002
866,-0.95,3.5,0.004
866,-0.85,3.4,0.005
866,-0.75,3.1,0.004
866,-0.65,1.9,0.008
866,-0.55,4.0,0.004
866,-0.45,2.0,0.002
866,-0.35,8.5,0.002
866,-0.25,10.1,0.002
866,-0.15,2.4,0.002
866,-0.05,12.0,0.002
866,0.05,3.4,0.001
867,-0.95,10.8,0.003
867,-0.85,1.6,0.006
867,-0.75,4.1,0.002
867,-0.65,5.2,0.002
867,-0.55,8.1,0.004
867,-0.45,8.9,0.001
867,-0.35,10.2,0.001
867,-0.25,6.9,0.001
867,-0.15,10.4,0.001
867,-0.05,4.9,0.003
867,0.05,5.2,0.003
868,-0.95,7.1,0.006
868,-0.85,13.8,0.003
868,-0.75,15.0,0.002
868,-0.65,1.9,0.003
868,-0.55,4.4,0.004
868,-0.45,3.9,0.004
868,-0.35,6.9,0.005
868,-0.25,4.2,0.005
868,-0.15,3.8,0.002
868,-0.05,2.5,0.004
868,0.05,5.9,0.006
869,-0.95,7.3,0.007
869,-0.85,7.7,0.006
869,-0.75,2.1,0.003
869,-0.65,3.9,0.006
869,-0.55,10.5,0.003
869,-0.45,11.7,0.002
869,-0.35,2.6,0.005
869,-0.25,5.2,0.004
869,-0.15,3.4,0.005
869,-0.05,4.0,0.007
869,0.05,2.5,0.004
870,-0.95,1.5,0.005
870,-0.85,9.7,0.004
870,-0.75,11.2,0.005
870,-0.65,1.9,0.003
870,-0.55,1.9,0.004
870,-0.45,4.9,0.006
870,-0.35,2.4,0.004
870,-0.25,11.0,0.004
870,-0.15,2.9,0.007
870,-0.05,6.5,0.004
870,0.05,5.0,0.005
871,-0.95,6.7,0.005
871,-0.85,6.6,0.003
871,-0.75,10.4,0.006
871,-0.65,1.9,0.007
871,-0.55,12.1,0.003
871,-0.45,5.1,0.003
871,-0.35,9.9,0.005
871,-0.25,6.6,0.004
871,-0.15,7.8,0.004
871,-0.05,11.9,0.004
871,0.05,7.3,0.005
872,-0.95,5.7,0.006
872,-0.85,1.9,0.004
872,-0.75,3.2,0.007
872,-0.65,5.1,0.003
872,-0.55,11.6,0.004
872,-0.45,3.1,0.005
872,-0.35,3.3,0.005
872,-0.25,2.2,0.002
872,-0.15,1.6,0.003
872,-0.05,14.3,0.001
872,0.05,2.5,0.003
873,-0.95,11.3,0.007
873,-0.85,4.0,0.007
873,-0.75,7.4,0.003
873,-0.65,2.6,0.008
873,-0.55,6.0,0.004
873,-0.45,2.0,0.005
873,-0.35,2.0,0.003
873,-0.25,6.7,0.004
873,-0.15,5.6,0.004
873,-0.05,8.8,0.003
873,0.05,3.3,0.003
874,-0.95,5.8,0.006
874,-0.85,5.9,0.005
874,-0.75,10.3,0.005
874,-0.65,3.3,0.007
874,-0.55,3.0,0.007
874,-0.45,3.7,0.004
874,-0.35,2.1,0.006
874,-0.25,1.8,0.003
874,-0.15,5.0,0.003
874,-0.05,11.5,0.003
874,0.05,10.3,0.007
875,-0.95,10.2,0.003
875,-0.85,6.6,0.005
875,-0.75,2.5,0.007
875,-0.65,5.6,0.006
875,-0.55,1.9,0.003
875,-0.45,10.9,0.003
875,-0.35,2.1,0.003
875,-0.25,7.8,0.005
875,-0.15,13.1,0.002
875,-0.05,5.4,0.004
875,0.05,11.2,0.003
876,-0.95,9.8,0.003
876,-0.85,3.0,0.005
876,-0.75,7.8,0.005
876,-0.65,4.9,0.005
876,-0.55,1.9,0.005
876,-0.45,9.1,0.004
876,-0.35,10.3,0.003
876,-0.25,7.4,0.003
876,-0.15,4.4,0.003
876,-0.05,2.5,0.004
876,0.05,8.1,0.005
877,-0.95,7.4,0.002
877,-0.85,5.0,0.004
877,-0.75,4.9,0.006
877,-0.65,1.9,0.006
877,-0.55,2.3,0.006
877,-0.45,7.4,0.005
877,-0.35,2.1,0.006
877,-0.25,4.8,0.003
877,-0.15,2.4,0.006
877,-0.05,5.1,0.005
877,0.05,2.5,0.003
878,-0.95,9.7,0.004
878,-0.85,1.9,0.007
878,-0.75,1.7,0.005
878,-0.65,3.2,0.007
878,-0.55,1.9,0.005
878,-0.45,7.5,0.004
878,-0.35,8.6,0.004
878,-0.25,2.4,0.004
878,-0.15,3.5,0.008
878,-0.05,3.6,0.008
878,0.05,6.9,0.012
879,-0.95,9.9,0.007
879,-0.85,3.1,0.007
879,-0.75,1.7,0.006
879,-0.65,3.2,0.009
879,-0.55,2.4,0.008
879,-0.45,1.7,0.003
879,-0.35,10.2,0.006
879,-0.25,3.0,0.006
879,-0.15,4.4,0.006
879,-0.05,12.0,0.004
879,0.05,2.5,0.003
880,-0.95,9.7,0.003
880,-0.85,2.0,0.004
880,-0.75,3.3,0.005
880,-0.65,3.3,0.008
880,-0.55,1.9,0.005
880,-0.45,11.0,0.006
880,-0.35,3.6,0.005
880,-0.25,2.2,0.005
880,-0.15,1.8,0.003
880,-0.05,6.0,0.004
880,0.05,11.5,0.005
881,-0.95,3.9,0.001
881,-0.85,4.5,0.005
881,-0.75,11.0,0.003
881,-0.65,1.6,0.005
881,-0.55,1.9,0.004
881,-0.45,8.9,0.004
881,-0.35,2.7,0.005
881,-0.25,9.6,0.005
881,-0.15,2.2,0.006
881,-0.05,8.5,0.005
881,0.05,8.8,0.006
882,-0.95,7.2,0.002
882,-0.85,3.3,0.007
882,-0.75,2.6,0.006
882,-0.65,2.2,0.008
882,-0.55,4.8,0.007
882,-0.45,2.8,0.008
882,-0.35,1.8,0.002
882,-0.25,10.7,0.005
882,-0.15,3.3,0.009
882,-0.05,4.9,0.009
882,0.05,6.5,0.006
883,-0.95,8.8,0.004
883,-0.85,1.5,0.004
883,-0.75,2.6,0.008
883,-0.65,2.6,0.007
883,-0.55,4.9,0.004
883,-0.45,2.8,0.007
883,-0.35,1.9,0.005
883,-0.25,3.3,0.006
883,-0.15,5.4,0.008
883,-0.05,5.7,0.007
883,0.05,11.6,0.005
884,-0.95,10.1,0.003
884,-0.85,3.8,0.003
884,-0.75,5.5,0.003
884,-0.65,6.3,0.004
884,-0.55,2.3,0.005
884,-0.45,7.1,0.004
884,-0.35,2.3,0.007
884,-0.25,3.0,0.007
884,-0.15,3.4,0.006
884,-0.05,4.1,0.004
884,0.05,10.8,0.005
