RPM,MAP,TempoDeInjecao,Confianca
1358,-0.95,4.4,0.182
1358,-0.85,6.4,0.171
1358,-0.75,11.4,0.124
1358,-0.65,9.7,0.162
1358,-0.55,4.4,0.138
1358,-0.45,6.3,0.157
1358,-0.35,8.1,0.192
1358,-0.25,2.1,0.225
1358,-0.15,8.5,0.14
1358,-0.05,4.2,0.167
1358,0.05,7.0,0.181
1359,-0.95,2.3,0.245
1359,-0.85,3.5,0.218
1359,-0.75,2.3,0.185
1359,-0.65,4.3,0.126
1359,-0.55,4.6,0.147
1359,-0.45,5.1,0.139
1359,-0.35,4.1,0.181
1359,-0.25,3.6,0.2
1359,-0.15,3.1,0.218
1359,-0.05,8.0,0.198
1359,0.05,2.0,0.187
1360,-0.95,3.9,0.214
1360,-0.85,13.1,0.094
1360,-0.75,3.1,0.154
1360,-0.65,9.2,0.126
1360,-0.55,11.1,0.121
1360,-0.45,4.6,0.16
1360,-0.35,2.5,0.312
1360,-0.25,3.2,0.253
1360,-0.15,4.9,0.179
1360,-0.05,5.3,0.212
1360,0.05,5.2,0.128
1361,-0.95,3.9,0.216
1361,-0.85,4.1,0.225
1361,-0.75,4.2,0.2
1361,-0.65,3.5,0.205
1361,-0.55,10.8,0.168
1361,-0.45,3.3,0.236
1361,-0.35,8.4,0.173
1361,-0.25,3.2,0.277
1361,-0.15,7.4,0.171
1361,-0.05,6.4,0.12
1361,0.05,6.7,0.1
1362,-0.95,3.9,0.195
1362,-0.85,14.9,0.064
1362,-0.75,2.9,0.136
1362,-0.65,3.4,0.165
1362,-0.55,14.2,0.091
1362,-0.45,11.9,0.166
1362,-0.35,6.3,0.23
1362,-0.25,2.3,0.223
1362,-0.15,2.5,0.206
1362,-0.05,5.8,0.131
1362,0.05,2.9,0.169
1363,-0.95,2.6,0.201
1363,-0.85,9.8,0.127
1363,-0.75,4.2,0.135
1363,-0.65,4.3,0.168
1363,-0.55,2.2,0.28
1363,-0.45,6.6,0.181
1363,-0.35,8.9,0.18
1363,-0.25,2.2,0.242
1363,-0.15,10.0,0.168
1363,-0.05,1.9,0.2
1363,0.05,2.4,0.173
1364,-0.95,8.6,0.176
1364,-0.85,2.4,0.268
1364,-0.75,4.2,0.169
1364,-0.65,8.4,0.167
1364,-0.55,2.5,0.286
1364,-0.45,2.4,0.226
1364,-0.35,2.1,0.223
1364,-0.25,3.1,0.22
1364,-0.15,13.0,0.081
1364,-0.05,4.0,0.162
1364,0.05,2.8,0.234
1365,-0.95,11.0,0.205
1365,-0.85,5.2,0.173
1365,-0.75,5.1,0.134
1365,-0.65,6.5,0.144
1365,-0.55,4.1,0.119
1365,-0.45,2.5,0.219
1365,-0.35,6.9,0.174
1365,-0.25,8.1,0.153
1365,-0.15,4.7,0.181
1365,-0.05,4.5,0.155
1365,0.05,5.2,0.144
1366,-0.95,10.9,0.169
1366,-0.85,2.2,0.176
1366,-0.75,9.4,0.117
1366,-0.65,2.8,0.138
1366,-0.55,4.3,0.116
1366,-0.45,2.6,0.205
1366,-0.35,3.3,0.192
1366,-0.25,3.2,0.256
1366,-0.15,12.5,0.083
1366,-0.05,11.7,0.177
1366,0.05,8.2,0.177
1367,-0.95,10.6,0.187
1367,-0.85,1.7,0.192
1367,-0.75,4.2,0.133
1367,-0.65,1.6,0.152
1367,-0.55,12.6,0.068
1367,-0.45,3.7,0.21
1367,-0.35,2.7,0.199
1367,-0.25,1.7,0.121
1367,-0.15,3.2,0.196
1367,-0.05,2.8,0.199
1367,0.05,5.2,0.184
1368,-0.95,8.7,0.173
1368,-0.85,14.7,0.075
1368,-0.75,11.1,0.152
1368,-0.65,1.6,0.135
1368,-0.55,4.4,0.145
1368,-0.45,3.9,0.129
1368,-0.35,4.9,0.114
1368,-0.25,3.7,0.163
1368,-0.15,11.5,0.202
1368,-0.05,2.4,0.249
1368,0.05,9.2,0.155
1369,-0.95,2.8,0.179
1369,-0.85,2.7,0.188
1369,-0.75,13.3,0.063
1369,-0.65,3.1,0.206
1369,-0.55,4.2,0.146
1369,-0.45,1.9,0.132
1369,-0.35,6.5,0.15
1369,-0.25,6.4,0.142
1369,-0.15,2.9,0.19
1369,-0.05,6.1,0.168
1369,0.05,9.9,0.142
1370,-0.95,3.9,0.138
1370,-0.85,4.1,0.144
1370,-0.75,4.2,0.131
1370,-0.65,8.5,0.141
1370,-0.55,14.4,0.09
1370,-0.45,5.2,0.227
1370,-0.35,3.9,0.149
1370,-0.25,4.8,0.117
1370,-0.15,8.7,0.148
1370,-0.05,2.9,0.173
1370,0.05,2.4,0.196
1371,-0.95,1.5,0.07
1371,-0.85,1.6,0.048
1371,-0.75,2.2,0.045
1371,-0.65,1.9,0.046
1371,-0.55,1.9,0.033
1371,-0.45,2.0,0.03
1371,-0.35,2.1,0.049
1371,-0.25,2.2,0.054
1371,-0.15,2.4,0.059
1371,-0.05,2.5,0.093
1371,0.05,2.5,0.087
1372,-0.95,8.8,0.074
1372,-0.85,1.6,0.043
1372,-0.75,6.7,0.064
1372,-0.65,1.9,0.037
1372,-0.55,1.9,0.035
1372,-0.45,2.0,0.041
1372,-0.35,2.1,0.047
1372,-0.25,2.2,0.085
1372,-0.15,2.4,0.069
1372,-0.05,2.5,0.061
1372,0.05,2.5,0.064
1373,-0.95,1.5,0.06
1373,-0.85,1.6,0.064
1373,-0.75,1.7,0.065
1373,-0.65,1.9,0.065
1373,-0.55,1.9,0.072
1373,-0.45,2.0,0.043
1373,-0.35,2.1,0.042
1373,-0.25,2.2,0.056
1373,-0.15,2.4,0.059
1373,-0.05,2.5,0.066
1373,0.05,2.5,0.074
1374,-0.95,1.5,0.046
1374,-0.85,1.6,0.042
1374,-0.75,1.7,0.062
1374,-0.65,1.9,0.073
1374,-0.55,1.9,0.061
1374,-0.45,2.0,0.04
1374,-0.35,2.1,0.049
1374,-0.25,2.2,0.055
1374,-0.15,2.4,0.049
1374,-0.05,2.5,0.052
1374,0.05,2.5,0.042
1375,-0.95,1.5,0.054
1375,-0.85,1.6,0.033
1375,-0.75,1.7,0.072
1375,-0.65,1.9,0.055
1375,-0.55,1.9,0.056
1375,-0.45,2.0,0.071
1375,-0.35,2.1,0.064
1375,-0.25,2.2,0.05
1375,-0.15,2.4,0.085
1375,-0.05,2.5,0.057
1375,0.05,2.5,0.031
1376,-0.95,1.5,0.046
1376,-0.85,1.6,0.045
1376,-0.75,1.7,0.056
1376,-0.65,1.9,0.047
1376,-0.55,1.9,0.059
1376,-0.45,2.0,0.073
1376,-0.35,2.1,0.056
1376,-0.25,2.2,0.08
1376,-0.15,2.4,0.042
1376,-0.05,2.5,0.051
1376,0.05,2.5,0.068
1377,-0.95,1.5,0.037
1377,-0.85,1.6,0.024
1377,-0.75,1.7,0.055
1377,-0.65,4.9,0.03
1377,-0.55,1.9,0.058
1377,-0.45,2.0,0.032
1377,-0.35,2.1,0.069
1377,-0.25,2.2,0.071
1377,-0.15,2.4,0.036
1377,-0.05,2.5,0.07
1377,0.05,2.5,0.04
1378,-0.95,1.5,0.034
1378,-0.85,1.6,0.058
1378,-0.75,1.7,0.057
1378,-0.65,1.9,0.03
1378,-0.55,1.9,0.024
1378,-0.45,2.0,0.04
1378,-0.35,2.1,0.073
1378,-0.25,2.2,0.046
1378,-0.15,2.4,0.084
1378,-0.05,2.5,0.054
1378,0.05,2.5,0.067
1379,-0.95,1.5,0.057
1379,-0.85,1.6,0.073
1379,-0.75,1.7,0.039
1379,-0.65,1.9,0.064
1379,-0.55,1.9,0.068
1379,-0.45,1.9,0.018
1379,-0.35,2.1,0.045
1379,-0.25,2.2,0.071
1379,-0.15,2.4,0.074
1379,-0.05,2.5,0.044
1379,0.05,2.5,0.045
1380,-0.95,1.5,0.055
1380,-0.85,1.6,0.058
1380,-0.75,1.7,0.046
1380,-0.65,1.9,0.053
1380,-0.55,1.9,0.051
1380,-0.45,2.0,0.079
1380,-0.35,2.1,0.063
1380,-0.25,2.2,0.076
1380,-0.15,2.4,0.036
1380,-0.05,2.5,0.041
1380,0.05,2.5,0.04
1381,-0.95,1.5,0.056
1381,-0.85,1.4,0.036
1381,-0.75,1.7,0.108
1381,-0.65,1.9,0.063
1381,-0.55,2.8,0.083
1381,-0.45,2.0,0.074
1381,-0.35,2.1,0.116
1381,-0.25,2.2,0.082
1381,-0.15,2.4,0.075
1381,-0.05,2.5,0.096
1381,0.05,2.5,0.023
1382,-0.95,1.5,0.066
1382,-0.85,1.6,0.085
1382,-0.75,1.7,0.053
1382,-0.65,1.9,0.065
1382,-0.55,1.9,0.104
1382,-0.45,2.0,0.113
1382,-0.35,2.1,0.104
1382,-0.25,2.2,0.081
1382,-0.15,2.4,0.118
1382,-0.05,2.5,0.127
1382,0.05,2.5,0.067
1383,-0.95,1.5,0.07
1383,-0.85,9.9,0.089
1383,-0.75,1.7,0.059
1383,-0.65,1.9,0.088
1383,-0.55,1.9,0.096
1383,-0.45,2.0,0.094
1383,-0.35,2.1,0.129
1383,-0.25,2.2,0.057
1383,-0.15,2.4,0.049
1383,-0.05,2.5,0.126
1383,0.05,2.5,0.11
1384,-0.95,1.5,0.075
1384,-0.85,8.0,0.076
1384,-0.75,1.7,0.058
1384,-0.65,1.9,0.054
1384,-0.55,1.9,0.049
1384,-0.45,2.0,0.065
1384,-0.35,2.1,0.05
1384,-0.25,2.2,0.056
1384,-0.15,2.4,0.083
1384,-0.05,2.5,0.082
1384,0.05,2.5,0.064
1385,-0.95,1.5,0.049
1385,-0.85,1.6,0.043
1385,-0.75,1.7,0.058
1385,-0.65,1.9,0.039
1385,-0.55,1.9,0.035
1385,-0.45,2.0,0.038
1385,-0.35,2.1,0.05
1385,-0.25,2.2,0.037
1385,-0.15,2.4,0.114
1385,-0.05,2.5,0.113
1385,0.05,2.5,0.101
1386,-0.95,1.5,0.054
1386,-0.85,1.6,0.037
1386,-0.75,11.9,0.072
1386,-0.65,1.9,0.035
1386,-0.55,1.9,0.045
1386,-0.45,2.0,0.045
1386,-0.35,2.1,0.047
1386,-0.25,2.2,0.064
1386,-0.15,2.4,0.059
1386,-0.05,1.0,0.027
1386,0.05,6.4,0.066
1387,-0.95,1.5,0.052
1387,-0.85,1.6,0.067
1387,-0.75,4.6,0.053
1387,-0.65,1.9,0.047
1387,-0.55,1.9,0.033
1387,-0.45,2.0,0.035
1387,-0.35,2.1,0.078
1387,-0.25,2.2,0.11
1387,-0.15,2.4,0.075
1387,-0.05,2.5,0.072
1387,0.05,2.5,0.063
1388,-0.95,10.1,0.091
1388,-0.85,3.4,0.092
1388,-0.75,1.7,0.056
1388,-0.65,1.9,0.076
1388,-0.55,1.9,0.046
1388,-0.45,2.0,0.072
1388,-0.35,2.1,0.07
1388,-0.25,2.2,0.102
1388,-0.15,2.4,0.107
1388,-0.05,2.5,0.094
1388,0.05,2.5,0.117
1389,-0.95,1.5,0.075
1389,-0.85,1.6,0.044
1389,-0.75,1.7,0.091
1389,-0.65,1.9,0.068
1389,-0.55,1.9,0.077
1389,-0.45,2.0,0.052
1389,-0.35,2.1,0.078
1389,-0.25,2.2,0.084
1389,-0.15,2.4,0.074
1389,-0.05,2.5,0.103
1389,0.05,11.1,0.059
1390,-0.95,4.8,0.061
1390,-0.85,1.6,0.058
1390,-0.75,1.7,0.04
1390,-0.65,1.9,0.064
1390,-0.55,1.9,0.062
1390,-0.45,2.0,0.085
1390,-0.35,2.1,0.062
1390,-0.25,2.2,0.067
1390,-0.15,2.4,0.095
1390,-0.05,2.5,0.074
1390,0.05,2.5,0.071
1391,-0.95,1.5,0.068
1391,-0.85,1.6,0.059
1391,-0.75,1.7,0.056
1391,-0.65,1.9,0.043
1391,-0.55,1.9,0.073
1391,-0.45,2.0,0.077
1391,-0.35,2.1,0.07
1391,-0.25,2.2,0.105
1391,-0.15,2.4,0.124
1391,-0.05,2.5,0.074
1391,0.05,2.5,0.037
1392,-0.95,1.5,0.078
1392,-0.85,1.6,0.06
1392,-0.75,1.7,0.039
1392,-0.65,1.9,0.038
1392,-0.55,1.9,0.075
1392,-0.45,2.0,0.044
1392,-0.35,2.1,0.07
1392,-0.25,2.2,0.081
1392,-0.15,2.4,0.074
1392,-0.05,2.5,0.106
1392,0.05,2.5,0.065
1393,-0.95,1.5,0.096
1393,-0.85,1.6,0.074
1393,-0.75,1.7,0.035
1393,-0.65,1.9,0.058
1393,-0.55,1.9,0.054
1393,-0.45,2.0,0.059
1393,-0.35,2.1,0.055
1393,-0.25,2.2,0.07
1393,-0.15,2.4,0.073
1393,-0.05,2.5,0.071
1393,0.05,2.5,0.086
1394,-0.95,5.8,0.073
1394,-0.85,1.6,0.06
1394,-0.75,1.7,0.081
1394,-0.65,1.9,0.059
1394,-0.55,1.9,0.053
1394,-0.45,2.0,0.057
1394,-0.35,2.1,0.051
1394,-0.25,2.2,0.068
1394,-0.15,2.4,0.068
1394,-0.05,2.5,0.075
1394,0.05,2.5,0.059
1395,-0.95,9.1,0.102
1395,-0.85,1.6,0.068
1395,-0.75,1.7,0.077
1395,-0.65,1.9,0.085
1395,-0.55,1.9,0.076
1395,-0.45,2.0,0.046
1395,-0.35,2.1,0.046
1395,-0.25,2.2,0.023
1395,-0.15,2.4,0.049
1395,-0.05,9.8,0.05
1395,0.05,2.5,0.101
1396,-0.95,1.5,0.097
1396,-0.85,1.6,0.04
1396,-0.75,1.7,0.039
1396,-0.65,1.9,0.045
1396,-0.55,1.9,0.066
1396,-0.45,2.0,0.059
1396,-0.35,2.1,0.063
1396,-0.25,2.2,0.078
1396,-0.15,2.4,0.063
1396,-0.05,2.5,0.081
1396,0.05,2.5,0.088
1397,-0.95,1.5,0.078
1397,-0.85,1.6,0.065
1397,-0.75,1.7,0.028
1397,-0.65,1.9,0.038
1397,-0.55,1.9,0.04
1397,-0.45,2.0,0.079
1397,-0.35,2.1,0.078
1397,-0.25,2.2,0.049
1397,-0.15,2.4,0.07
1397,-0.05,2.5,0.082
1397,0.05,2.5,0.066
1398,-0.95,1.5,0.064
1398,-0.85,1.6,0.043
1398,-0.75,1.7,0.018
1398,-0.65,1.9,0.044
1398,-0.55,1.9,0.056
1398,-0.45,2.0,0.061
1398,-0.35,2.1,0.091
1398,-0.25,2.2,0.08
1398,-0.15,2.4,0.08
1398,-0.05,2.5,0.049
1398,0.05,2.5,0.088
1399,-0.95,1.5,0.049
1399,-0.85,1.6,0.036
1399,-0.75,3.2,0.042
1399,-0.65,1.9,0.067
1399,-0.55,1.9,0.03
1399,-0.45,2.0,0.042
1399,-0.35,2.1,0.059
1399,-0.25,2.2,0.073
1399,-0.15,2.4,0.093
1399,-0.05,2.5,0.069
1399,0.05,2.5,0.096
1400,-0.95,1.5,0.086
1400,-0.85,1.6,0.042
1400,-0.75,1.7,0.047
1400,-0.65,1.9,0.034
1400,-0.55,1.9,0.054
1400,-0.45,2.0,0.054
1400,-0.35,2.1,0.048
1400,-0.25,2.2,0.071
1400,-0.15,2.4,0.054
1400,-0.05,2.5,0.064
1400,0.05,2.5,0.057
1401,-0.95,1.5,0.095
1401,-0.85,1.6,0.08
1401,-0.75,1.7,0.069
1401,-0.65,1.9,0.041
1401,-0.55,1.9,0.047
1401,-0.45,2.0,0.048
1401,-0.35,2.1,0.043
1401,-0.25,2.2,0.04
1401,-0.15,2.4,0.044
1401,-0.05,2.5,0.042
1401,0.05,2.5,0.039
1402,-0.95,1.5,0.101
1402,-0.85,1.6,0.063
1402,-0.75,1.7,0.067
1402,-0.65,1.9,0.046
1402,-0.55,1.9,0.055
1402,-0.45,2.0,0.072
1402,-0.35,2.1,0.046
1402,-0.25,2.2,0.054
1402,-0.15,2.4,0.046
1402,-0.05,2.5,0.044
1402,0.05,2.5,0.033
1403,-0.95,1.5,0.093
1403,-0.85,1.6,0.088
1403,-0.75,1.7,0.088
1403,-0.65,1.9,0.068
1403,-0.55,1.9,0.074
1403,-0.45,2.0,0.079
1403,-0.35,2.1,0.074
1403,-0.25,2.2,0.062
1403,-0.15,2.4,0.062
1403,-0.05,2.5,0.064
1403,0.05,2.5,0.023
1404,-0.95,1.5,0.088
1404,-0.85,1.6,0.08
1404,-0.75,1.7,0.06
1404,-0.65,1.9,0.063
1404,-0.55,1.9,0.091
1404,-0.45,2.0,0.1
1404,-0.35,2.1,0.041
1404,-0.25,2.2,0.071
1404,-0.15,2.4,0.086
1404,-0.05,2.5,0.054
1404,0.05,2.5,0.018
1405,-0.95,1.5,0.137
1405,-0.85,1.6,0.071
1405,-0.75,1.7,0.079
1405,-0.65,1.9,0.091
1405,-0.55,1.9,0.065
1405,-0.45,2.0,0.08
1405,-0.35,2.1,0.08
1405,-0.25,2.2,0.025
1405,-0.15,2.4,0.09
1405,-0.05,2.5,0.057
1405,0.05,2.5,0.06
1406,-0.95,1.5,0.112
1406,-0.85,1.6,0.094
1406,-0.75,1.7,0.078
1406,-0.65,1.9,0.062
1406,-0.55,1.9,0.066
1406,-0.45,2.0,0.075
1406,-0.35,2.1,0.084
1406,-0.25,2.2,0.092
1406,-0.15,2.4,0.036
1406,-0.05,2.5,0.054
1406,0.05,2.5,0.083
1407,-0.95,1.5,0.084
1407,-0.85,1.6,0.059
1407,-0.75,1.7,0.071
1407,-0.65,1.9,0.045
1407,-0.55,1.9,0.042
1407,-0.45,2.0,0.064
1407,-0.35,2.1,0.072
1407,-0.25,2.2,0.079
1407,-0.15,2.4,0.066
1407,-0.05,5.7,0.082
1407,0.05,2.5,0.083
1408,-0.95,1.5,0.075
1408,-0.85,1.6,0.078
1408,-0.75,1.7,0.052
1408,-0.65,1.9,0.031
1408,-0.55,1.9,0.076
1408,-0.45,2.0,0.052
1408,-0.35,2.1,0.076
1408,-0.25,2.2,0.048
1408,-0.15,2.4,0.061
1408,-0.05,2.5,0.107
1408,0.05,2.5,0.089
1409,-0.95,1.5,0.087
1409,-0.85,1.6,0.101
1409,-0.75,1.7,0.058
1409,-0.65,1.9,0.092
1409,-0.55,1.9,0.054
1409,-0.45,2.0,0.076
1409,-0.35,2.1,0.095
1409,-0.25,2.2,0.085
1409,-0.15,2.4,0.083
1409,-0.05,2.5,0.088
1409,0.05,2.5,0.053
1410,-0.95,1.5,0.073
1410,-0.85,1.6,0.059
1410,-0.75,1.7,0.059
1410,-0.65,1.9,0.05
1410,-0.55,1.9,0.025
1410,-0.45,2.0,0.071
1410,-0.35,2.1,0.075
1410,-0.25,2.2,0.078
1410,-0.15,2.4,0.079
1410,-0.05,2.5,0.053
1410,0.05,2.5,0.087
1411,-0.95,1.5,0.087
1411,-0.85,1.6,0.075
1411,-0.75,1.7,0.071
1411,-0.65,1.9,0.054
1411,-0.55,1.9,0.038
1411,-0.45,2.0,0.061
1411,-0.35,2.1,0.081
1411,-0.25,2.2,0.048
1411,-0.15,2.4,0.048
1411,-0.05,7.9,0.037
1411,0.05,2.5,0.098
1412,-0.95,1.5,0.117
1412,-0.85,1.6,0.068
1412,-0.75,1.7,0.081
1412,-0.65,1.9,0.044
1412,-0.55,1.9,0.035
1412,-0.45,2.0,0.076
1412,-0.35,2.1,0.082
1412,-0.25,2.2,0.072
1412,-0.15,2.4,0.069
1412,-0.05,2.5,0.093
1412,0.05,2.5,0.084
1413,-0.95,1.5,0.109
1413,-0.85,1.6,0.068
1413,-0.75,8.6,0.063
1413,-0.65,1.9,0.058
1413,-0.55,1.9,0.045
1413,-0.45,2.0,0.065
1413,-0.35,2.1,0.077
1413,-0.25,2.2,0.074
1413,-0.15,2.4,0.099
1413,-0.05,2.5,0.103
1413,0.05,7.7,0.086
1414,-0.95,1.5,0.048
1414,-0.85,1.6,0.04
1414,-0.75,1.7,0.062
1414,-0.65,1.9,0.052
1414,-0.55,1.9,0.045
1414,-0.45,2.0,0.088
1414,-0.35,2.1,0.128
1414,-0.25,2.2,0.132
1414,-0.15,2.4,0.079
1414,-0.05,2.5,0.097
1414,0.05,2.5,0.1
1415,-0.95,1.5,0.028
1415,-0.85,9.8,0.049
1415,-0.75,5.1,0.041
1415,-0.65,1.9,0.052
1415,-0.55,1.9,0.062
1415,-0.45,2.0,0.054
1415,-0.35,2.1,0.088
1415,-0.25,11.1,0.078
1415,-0.15,2.4,0.055
1415,-0.05,2.5,0.076
1415,0.05,2.5,0.052
1416,-0.95,1.5,0.048
1416,-0.85,1.6,0.039
1416,-0.75,1.7,0.033
1416,-0.65,1.9,0.057
1416,-0.55,1.9,0.038
1416,-0.45,2.0,0.041
1416,-0.35,2.1,0.07
1416,-0.25,2.2,0.056
1416,-0.15,2.4,0.051
1416,-0.05,1.5,0.052
1416,0.05,2.5,0.072
1417,-0.95,1.5,0.058
1417,-0.85,1.6,0.047
1417,-0.75,1.7,0.031
1417,-0.65,1.9,0.017
1417,-0.55,1.9,0.071
1417,-0.45,2.0,0.035
1417,-0.35,2.1,0.047
1417,-0.25,2.2,0.046
1417,-0.15,2.4,0.094
1417,-0.05,2.5,0.074
1417,0.05,2.5,0.072
1418,-0.95,1.5,0.034
1418,-0.85,1.6,0.024
1418,-0.75,1.7,0.063
1418,-0.65,1.9,0.066
1418,-0.55,1.9,0.07
1418,-0.45,4.6,0.07
1418,-0.35,2.1,0.08
1418,-0.25,2.2,0.087
1418,-0.15,7.5,0.058
1418,-0.05,2.5,0.057
1418,0.05,2.5,0.064
1419,-0.95,1.5,0.048
1419,-0.85,1.6,0.058
1419,-0.75,1.7,0.034
1419,-0.65,1.9,0.086
1419,-0.55,1.9,0.054
1419,-0.45,2.0,0.084
1419,-0.35,2.1,0.078
1419,-0.25,2.2,0.041
1419,-0.15,2.4,0.112
1419,-0.05,2.5,0.078
1419,0.05,2.5,0.063
1420,-0.95,1.5,0.041
1420,-0.85,10.4,0.039
1420,-0.75,14.7,0.029
1420,-0.65,3.7,0.098
1420,-0.55,1.9,0.102
1420,-0.45,2.0,0.085
1420,-0.35,2.1,0.068
1420,-0.25,5.9,0.1
1420,-0.15,2.4,0.105
1420,-0.05,2.5,0.076
1420,0.05,2.5,0.087
1421,-0.95,1.5,0.059
1421,-0.85,1.6,0.045
1421,-0.75,1.7,0.077
1421,-0.65,1.9,0.059
1421,-0.55,1.9,0.06
1421,-0.45,2.0,0.033
1421,-0.35,6.3,0.038
1421,-0.25,2.2,0.055
1421,-0.15,2.4,0.136
1421,-0.05,2.5,0.111
1421,0.05,2.5,0.062
1422,-0.95,1.5,0.045
1422,-0.85,1.6,0.046
1422,-0.75,1.7,0.044
1422,-0.65,1.9,0.088
1422,-0.55,1.9,0.069
1422,-0.45,2.0,0.051
1422,-0.35,2.1,0.078
1422,-0.25,2.2,0.104
1422,-0.15,2.4,0.112
1422,-0.05,2.5,0.103
1422,0.05,2.5,0.092
1423,-0.95,1.5,0.066
1423,-0.85,1.6,0.053
1423,-0.75,1.7,0.047
1423,-0.65,1.9,0.061
1423,-0.55,1.9,0.062
1423,-0.45,4.6,0.085
1423,-0.35,2.1,0.057
1423,-0.25,2.2,0.073
1423,-0.15,2.4,0.153
1423,-0.05,2.5,0.081
1423,0.05,2.5,0.167
1424,-0.95,1.5,0.047
1424,-0.85,1.6,0.061
1424,-0.75,1.7,0.051
1424,-0.65,1.9,0.043
1424,-0.55,1.8,0.054
1424,-0.45,2.0,0.081
1424,-0.35,2.1,0.055
1424,-0.25,4.3,0.073
1424,-0.15,2.4,0.088
1424,-0.05,2.5,0.119
1424,0.05,2.5,0.094
1425,-0.95,1.5,0.042
1425,-0.85,1.6,0.025
1425,-0.75,1.7,0.016
1425,-0.65,1.9,0.074
1425,-0.55,1.9,0.044
1425,-0.45,2.0,0.053
1425,-0.35,2.1,0.038
1425,-0.25,2.2,0.063
1425,-0.15,2.4,0.066
1425,-0.05,2.5,0.108
1425,0.05,2.5,0.089
1426,-0.95,1.5,0.025
1426,-0.85,1.6,0.041
1426,-0.75,1.7,0.03
1426,-0.65,1.9,0.074
1426,-0.55,1.9,0.061
1426,-0.45,2.0,0.055
1426,-0.35,10.2,0.068
1426,-0.25,14.2,0.02
1426,-0.15,2.4,0.082
1426,-0.05,2.5,0.099
1426,0.05,2.5,0.088
1427,-0.95,1.5,0.029
1427,-0.85,7.0,0.06
1427,-0.75,1.7,0.033
1427,-0.65,1.9,0.084
1427,-0.55,1.9,0.058
1427,-0.45,2.0,0.062
1427,-0.35,2.1,0.066
1427,-0.25,2.2,0.07
1427,-0.15,11.0,0.049
1427,-0.05,2.5,0.075
1427,0.05,2.5,0.089
1428,-0.95,1.5,0.035
1428,-0.85,1.6,0.048
1428,-0.75,1.7,0.082
1428,-0.65,1.9,0.052
1428,-0.55,1.9,0.027
1428,-0.45,2.0,0.036
1428,-0.35,2.1,0.032
1428,-0.25,2.2,0.065
1428,-0.15,2.4,0.099
1428,-0.05,2.5,0.102
1428,0.05,14.7,0.022
1429,-0.95,1.5,0.039
1429,-0.85,1.6,0.095
1429,-0.75,1.7,0.041
1429,-0.65,1.9,0.048
1429,-0.55,1.9,0.036
1429,-0.45,2.0,0.038
1429,-0.35,2.1,0.077
1429,-0.25,2.2,0.051
1429,-0.15,2.4,0.09
1429,-0.05,2.5,0.082
1429,0.05,2.5,0.079
1430,-0.95,1.5,0.086
1430,-0.85,1.6,0.08
1430,-0.75,1.7,0.05
1430,-0.65,1.9,0.037
1430,-0.55,1.9,0.055
1430,-0.45,2.0,0.059
1430,-0.35,2.1,0.065
1430,-0.25,2.2,0.057
1430,-0.15,2.4,0.062
1430,-0.05,2.5,0.095
1430,0.05,2.5,0.053
1431,-0.95,1.5,0.076
1431,-0.85,1.6,0.067
1431,-0.75,4.1,0.092
1431,-0.65,1.9,0.061
1431,-0.55,1.9,0.046
1431,-0.45,2.0,0.046
1431,-0.35,2.1,0.052
1431,-0.25,2.2,0.06
1431,-0.15,2.4,0.071
1431,-0.05,2.5,0.067
1431,0.05,2.5,0.074
1432,-0.95,1.5,0.051
1432,-0.85,1.6,0.059
1432,-0.75,1.7,0.1
1432,-0.65,1.9,0.08
1432,-0.55,1.9,0.075
1432,-0.45,2.0,0.064
1432,-0.35,2.1,0.051
1432,-0.25,2.2,0.044
1432,-0.15,2.4,0.034
1432,-0.05,2.5,0.048
1432,0.05,2.5,0.064
1433,-0.95,1.5,0.111
1433,-0.85,1.6,0.064
1433,-0.75,1.7,0.103
1433,-0.65,1.9,0.094
1433,-0.55,1.9,0.067
1433,-0.45,2.0,0.063
1433,-0.35,2.3,0.06
1433,-0.25,2.2,0.048
1433,-0.15,2.4,0.093
1433,-0.05,2.5,0.085
1433,0.05,2.5,0.053
1434,-0.95,1.5,0.105
1434,-0.85,1.6,0.075
1434,-0.75,1.7,0.058
1434,-0.65,1.9,0.083
1434,-0.55,1.9,0.053
1434,-0.45,2.0,0.046
1434,-0.35,2.1,0.05
1434,-0.25,2.2,0.089
1434,-0.15,2.4,0.074
1434,-0.05,2.5,0.073
1434,0.05,2.5,0.078
1435,-0.95,1.5,0.069
1435,-0.85,1.6,0.043
1435,-0.75,5.6,0.077
1435,-0.65,1.9,0.049
1435,-0.55,1.9,0.101
1435,-0.45,2.0,0.08
1435,-0.35,2.1,0.028
1435,-0.25,2.2,0.062
1435,-0.15,3.3,0.094
1435,-0.05,2.5,0.104
1435,0.05,2.5,0.107
1436,-0.95,1.5,0.073
1436,-0.85,1.6,0.059
1436,-0.75,1.7,0.065
1436,-0.65,1.9,0.074
1436,-0.55,1.9,0.059
1436,-0.45,2.0,0.064
1436,-0.35,2.1,0.059
1436,-0.25,2.2,0.107
1436,-0.15,2.4,0.117
1436,-0.05,2.5,0.075
1436,0.05,2.5,0.086
1437,-0.95,1.5,0.059
1437,-0.85,14.6,0.03
1437,-0.75,9.8,0.05
1437,-0.65,11.1,0.041
1437,-0.55,5.6,0.067
1437,-0.45,2.0,0.045
1437,-0.35,2.1,0.049
1437,-0.25,2.2,0.055
1437,-0.15,2.4,0.097
